Source reference,Soil name,Site label,Depth (cm),Horizon,Field/lab,Sample Height (cm),Sample diameter (cm),Method,Ksat,Units,Bulk density,Very coarse,Coarse,Medium,Fine,Very fine,Sand (%),Silt  (%),Clay (%),Coarse fragments (%),Textural class,Organic carbon,Organic matter,Units,Stdev_Bulk density,Stdev_Sand (%),Stdev_Silt  (%),Stdev_Clay (%),Stdev_Coarse_fragments (%),Textural class,Stdev_Organic carbon,Other potentally relevant info,,
35,,Hardee,142cm..193cm,Bgk2,lab,5.4,3,Constant Head,0.32,cm/hr,1,1.66,0.1,2.2,11.8,45.1,22.7,81.9,5.2,12.9,,FSL,0.21,,,,,,,,,,,
35,,Hardee,193cm..203cm,Cg,lab,5.4,3,Constant Head,1.07,cm/hr,1,1.68,0,2.4,12.6,49.3,23,87.3,4.1,8.6,,LFS,0.2,,,,,,,,,,,
35,,Hardee,0cm..64cm,Oa,lab,5.4,3,Constant Head,34.2,cm/hr,1,0.37,,,,,,,,,,MUCK,30.12,,,,,,,,,,,
35,,Hardee,64cm..89cm,A,lab,5.4,3,Constant Head,0.01,cm/hr,1,1.68,0,1.4,9.9,41.9,24.4,77.6,14.1,8.3,,FSL,1.1,,,,,,,,,,,
35,,Hardee,89cm..152cm,Cg1,lab,5.4,3,Constant Head,0.01,cm/hr,1,1.53,0,1.5,9.5,32,17.3,60.3,11.4,28.3,,SCL,1.4,,,,,,,,,,,
35,,Hardee,152cm..203cm,Cg2,lab,5.4,3,Constant Head,0.01,cm/hr,1,1.5,0,2.2,11.9,38.5,15.8,68.4,11.6,20,,SCL,1.15,,,,,,,,,,,
35,,Hardee,0cm..13cm,Ap,lab,5.4,3,Constant Head,11,cm/hr,1,1.6,1.8,3.5,22.5,54.2,8.3,90.3,8.4,1.3,,FS,0.99,,,,,,,,,,,
35,,Hardee,13cm..61cm,Bw1,lab,5.4,3,Constant Head,21,cm/hr,1,1.49,0.1,2.3,20,53.2,20.9,96.5,1.9,1.6,,FS,0.64,,,,,,,,,,,
35,,Hardee,61cm..127cm,Bw2,lab,5.4,3,Constant Head,34.2,cm/hr,1,1.46,0,2.4,20.9,54.8,18.8,96.9,1.7,1.4,,FS,0.24,,,,,,,,,,,
35,,Hardee,127cm..175cm,Eg,lab,5.4,3,Constant Head,31.6,cm/hr,1,1.52,0.1,2.4,18.4,54.3,22.3,97.5,1.4,1.1,,FS,0.21,,,,,,,,,,,
35,,Hardee,175cm..203cm,Bw,lab,5.4,3,Constant Head,27.6,cm/hr,1,1.56,0,2.4,21.2,54.5,19.3,97.4,1.5,1.1,,FS,0.21,,,,,,,,,,,
35,,Hardee,0cm..10cm,Ap,lab,5.4,3,Constant Head,14.5,cm/hr,1,1.59,0.1,1,30.5,50.1,16.6,98.3,0.8,0.9,,FS,1.56,,,,,,,,,,,
35,,Hardee,10cm..28cm,Eg1,lab,5.4,3,Constant Head,22.3,cm/hr,1,1.64,0.1,2.5,33.1,46.1,16.3,98.1,1.6,0.3,,S,0.51,,,,,,,,,,,
35,,Hardee,28cm..53cm,Eg2,lab,5.4,3,Constant Head,18,cm/hr,1,1.57,0.2,3.1,30.2,47,17.2,97.7,1.9,0.4,,S,0.06,,,,,,,,,,,
35,,Hardee,53cm..79cm,Eg3,lab,5.4,3,Constant Head,13.1,cm/hr,1,1.6,0.1,3.1,32.4,44.4,16.8,96.8,2.4,0.8,,S,0.04,,,,,,,,,,,
35,,Hardee,79cm..112cm,Btg1,lab,5.4,3,Constant Head,0.13,cm/hr,1,1.72,0.2,3.2,28.3,39,13.7,84.4,4.6,11,,LS,0.11,,,,,,,,,,,
35,,Hardee,112cm..147cm,Btg2,lab,5.4,3,Constant Head,0.1,cm/hr,1,1.78,0.2,3.3,30.1,37,13.5,84.1,4.9,11,,LS,0.12,,,,,,,,,,,
35,,Hardee,147cm..203cm,Btg3,lab,5.4,3,Constant Head,,cm/hr,0,,0.2,2.7,28.5,40.9,15.1,87.4,4.1,8.5,,LS,0.07,,,,,,,,,,,
35,,Hardee,0cm..15cm,Ap,lab,5.4,3,Constant Head,3.51,cm/hr,1,1.26,0,1.1,12.8,45.2,34.7,93.8,4.9,1.3,,FS,3.85,,,,,,,,,,,
35,,Hardee,15cm..30cm,E,lab,5.4,3,Constant Head,9.47,cm/hr,1,1.6,0,1,11.6,43.6,40,96.2,2.8,1,,FS,0.22,,,,,,,,,,,
35,,Hardee,30cm..48cm,Eg1,lab,5.4,3,Constant Head,8.94,cm/hr,1,1.62,0,1,11.2,40.9,43.6,96.7,2.3,1,,FS,0.09,,,,,,,,,,,
35,,Hardee,48cm..66cm,Eg2,lab,5.4,3,Constant Head,9.99,cm/hr,1,1.63,0.1,1.1,10.4,40.7,44.8,97.1,2.9,0,,FS,0.03,,,,,,,,,,,
35,,Hendry,150cm..178cm,Bw2,lab,5.4,3,Constant Head,39.4,cm/hr,1,1.63,0,5,60.6,30,2.8,98.4,0.4,1.2,,S,0.09,,,,,,,,,,,
35,,Hardee,86cm..114cm,Bh,lab,5.4,3,Constant Head,3.4,cm/hr,1,1.63,0,1.1,10.9,36.8,44.2,93,5.8,1.2,,FS,0.65,,,,,,,,,,,
35,,Hardee,114cm..140cm,Bw/Bh,lab,5.4,3,Constant Head,8.22,cm/hr,1,1.59,0,1.1,10.9,38.9,44.1,95,3.8,1.2,,FS,0.33,,,,,,,,,,,
35,,Hardee,140cm..155cm,Bh',lab,5.4,3,Constant Head,0.92,cm/hr,1,1.67,0.1,1.3,10.9,41.1,41.2,94.6,2.9,2.5,,FS,0.95,,,,,,,,,,,
35,,Hardee,155cm..180cm,Btg1,lab,5.4,3,Constant Head,,cm/hr,0,1.73,0.1,1.5,9.9,40,28.6,80.1,4,15.9,,FSL,0.21,,,,,,,,,,,
35,,Hardee,180cm..203cm,Btg2,lab,5.4,3,Constant Head,0.04,cm/hr,1,1.78,0,1.2,10.9,37.2,27.1,76.4,2.7,20.9,,SCL,0.29,,,,,,,,,,,
35,,Hendry,0cm..18cm,Ap,lab,5.4,3,Constant Head,64.4,cm/hr,1,1.53,0,3.9,58.2,33.5,2.8,98.4,1.2,0.4,,S,0.28,,,,,,,,,,,
35,,Hendry,18cm..33cm,Bw1,lab,5.4,3,Constant Head,59.2,cm/hr,1,1.58,0,4.6,57.9,33,3.1,98.6,1,0.4,,S,0.09,,,,,,,,,,,
35,,Hendry,33cm..46cm,Bw2,lab,5.4,3,Constant Head,39.4,cm/hr,1,1.58,0,4.5,52.7,37.9,3.5,98.6,1,0.4,,S,0.06,,,,,,,,,,,
35,,Hendry,46cm..76cm,Btg,lab,5.4,3,Constant Head,0.95,cm/hr,1,1.61,0,3.4,42,30,4.4,79.8,4.9,15.3,,FSL,0.18,,,,,,,,,,,
35,,Hendry,76cm..76cm,R,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Hendry,0cm..18cm,Ap,lab,5.4,3,Constant Head,57.8,cm/hr,1,1.4,0,4.2,61.4,29.4,2.2,97.2,2,1.8,,S,0.83,,,,,,,,,,,
35,,Hendry,18cm..41cm,Eg1,lab,5.4,3,Constant Head,72.3,cm/hr,1,1.5,0,4.1,62.2,29.5,2.8,98.6,1.2,0.2,,S,0.22,,,,,,,,,,,
35,,Hendry,41cm..96cm,Eg2,lab,5.4,3,Constant Head,51.3,cm/hr,1,1.55,0,4.4,56.7,34.1,3.7,98.9,0.7,0.4,,S,0.06,,,,,,,,,,,
35,,Hendry,96cm..109cm,Bh1,lab,5.4,3,Constant Head,10.5,cm/hr,1,1.54,0,4.2,54.3,29.4,3.8,91.7,3.4,4.9,,S,1.28,,,,,,,,,,,
35,,Hendry,109cm..130cm,Bh2,lab,5.4,3,Constant Head,35.5,cm/hr,1,1.53,0,4.9,55.4,30.1,2.1,92.5,3.2,4.3,,S,1.04,,,,,,,,,,,
35,,Hendry,0cm..13cm,A,lab,5.4,3,Constant Head,43.4,cm/hr,1,1.38,0,2.3,33.6,51.5,8.8,96.2,2.3,1.5,,FS,0.96,,,,,,,,,,,
35,,Hendry,13cm..20cm,Eg,lab,5.4,3,Constant Head,13.8,cm/hr,1,1.57,0,2.6,30.6,49.9,12,95.1,3.8,1.1,,S,0.18,,,,,,,,,,,
35,,Hendry,20cm..48cm,Btg1,lab,5.4,3,Constant Head,11.2,cm/hr,1,1.62,0,2.2,28.5,39.1,10.2,80,5.9,14.1,,FSL,0.68,,,,,,,,,,,
35,,Hendry,20cm..38cm,Bw2,lab,5.4,3,Constant Head,46,cm/hr,1,1.54,0.3,11.2,35.8,48,3,98.3,1.1,0.6,,S,0.02,,,,,,,,,,,
35,,Hendry,48cm..58cm,Btg2,lab,5.4,3,Constant Head,24.3,cm/hr,1,1.52,0,3.2,29.4,38.8,10.4,81.8,6.1,12.1,,FSL,0.35,,,,,,,,,,,
35,,Hendry,58cm..91cm,Btgk1,lab,5.4,3,Constant Head,3.4,cm/hr,1,1.69,0,1.6,23.4,29.4,9.6,64,14,22,,SCL,0.27,,,,,,,,,,,
35,,Hendry,91cm..112cm,Btgk2,lab,5.4,3,Constant Head,0.34,cm/hr,1,1.76,0.2,2,20.4,29.8,7.8,60.2,14.1,25.7,,SCL,0.26,,,,,,,,,,,
35,,Hendry,112cm..124cm,Cg1,lab,5.4,3,Constant Head,1.16,cm/hr,1,1.63,0,2.8,31,35,14.4,83.2,5.8,11,,LS,0.1,,,,,,,,,,,
35,,Hendry,124cm..147cm,Cg2,lab,5.4,3,Constant Head,1.48,cm/hr,1,1.58,0.1,3.2,30.4,44.6,11,89.3,3.5,7.2,,S,0.07,,,,,,,,,,,
35,,Hendry,147cm..203cm,Cg3,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,LFS,,,,,,,,,,,,
35,,Hendry,41cm..61cm,Btg1,lab,5.4,3,Constant Head,31.6,cm/hr,1,1.14,0.2,4.2,19.6,29.2,4.8,58,11.4,30.6,,SCL,3.26,,,,,,,,,,,
35,,Hendry,0cm..13cm,Ap,lab,5.4,3,Constant Head,32.9,cm/hr,1,1.52,0,2.7,26.6,63,5.9,98.2,0.7,1.1,,FS,0.7,,,,,,,,,,,
35,,Hendry,13cm..28cm,Bw1,lab,5.4,3,Constant Head,27.6,cm/hr,1,1.6,0,3.6,28,61.6,5.4,98.6,1,0.4,,FS,0.07,,,,,,,,,,,
35,,Hendry,28cm..53cm,Bw2,lab,5.4,3,Constant Head,19.7,cm/hr,1,1.65,0.1,3.2,27.1,60.9,5.2,96.5,1.1,2.4,,FS,0.07,,,,,,,,,,,
35,,Hendry,53cm..64cm,Bw3,lab,5.4,3,Constant Head,27.6,cm/hr,1,1.69,0,4.5,28.2,61,4.8,98.5,0.9,0.6,,FS,0.02,,,,,,,,,,,
35,,Hendry,64cm..94cm,Btg1,lab,5.4,3,Constant Head,0.18,cm/hr,1,1.68,0.2,3.23,23.3,53.5,3,83.2,22.1,14.7,,FSL,0.17,,,,,,,,,,,
35,,Hendry,94cm..130cm,Btg2,lab,5.4,3,Constant Head,0.08,cm/hr,1,1.71,0,2.4,19,54.4,2.9,78.7,2.1,19.2,,FSL,0.2,,,,,,,,,,,
35,,Hendry,147cm..183cm,Bw,lab,5.4,3,Constant Head,22.4,cm/hr,1,1.57,0,2.2,43,42,7.6,94.8,1.8,4.1,,S,0.06,,,,,,,,,,,
35,,Hendry,130cm..150cm,Btg3,lab,5.4,3,Constant Head,0.04,cm/hr,1,1.69,0.2,1.8,13.4,46.4,6,67.8,17.8,14.4,,FSL,0.21,,,,,,,,,,,
35,,Hendry,150cm..150cm,R,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Hendry,0cm..5cm,A,lab,5.4,3,Constant Head,46,cm/hr,1,1.32,0,2.9,21.9,60,8.3,93.1,2.3,4.6,,FS,1.43,,,,,,,,,,,
35,,Hendry,5cm..18cm,Eg1,lab,5.4,3,Constant Head,17.1,cm/hr,1,1.58,0,4,25.2,61.9,6.3,97.4,0.7,1.9,,FS,0.25,,,,,,,,,,,
35,,Hendry,18cm..51cm,Eg2,lab,5.4,3,Constant Head,25,cm/hr,1,1.6,0,4.1,25.8,62.4,5.9,98.2,1.2,0.6,,FS,0.05,,,,,,,,,,,
35,,Hendry,51cm..58cm,Bw/E,lab,5.4,3,Constant Head,1.69,cm/hr,1,1.71,0.1,5.2,25.2,57.1,5.6,93.2,3.6,3.2,,FS,0.08,,,,,,,,,,,
35,,Hendry,58cm..89cm,Bt,lab,5.4,3,Constant Head,0.02,cm/hr,1,1.73,0.1,3.5,20.3,54.2,4.5,82.6,2,15.4,,FSL,0.14,,,,,,,,,,,
35,,Hendry,89cm..122cm,Btg,lab,5.4,3,Constant Head,0.03,cm/hr,1,1.63,0,2.2,17.6,50.2,4.3,74.3,8.7,17,,FSL,0.15,,,,,,,,,,,
35,,Hendry,122cm..122cm,Cg,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Hendry,0cm..8cm,A,lab,5.4,3,Constant Head,32.2,cm/hr,1,1.56,0,2.6,25.2,64,6.7,98.5,1,0.5,,FS,0.17,,,,,,,,,,,
35,,Hendry,8cm..46cm,Eg,lab,5.4,3,Constant Head,34.2,cm/hr,1,1.54,0,2.8,25.7,65.1,5.6,99.2,0.5,0.3,,FS,0.03,,,,,,,,,,,
35,,Hendry,46cm..61cm,Bw,lab,5.4,3,Constant Head,30.2,cm/hr,1,1.62,0,2.7,26.1,64.4,5.2,98.4,1,0.6,,FS,0.01,,,,,,,,,,,
35,,Hendry,61cm..97cm,Eg1,lab,5.4,3,Constant Head,35.5,cm/hr,1,1.57,0,2.9,26.2,64.4,5.2,98.7,0.9,0.4,,FS,0.03,,,,,,,,,,,
35,,Hendry,97cm..140cm,Eg2,lab,5.4,3,Constant Head,42.1,cm/hr,1,1.57,0,2.3,25.3,67.2,4.3,99.1,0.5,0.4,,FS,0.03,,,,,,,,,,,
35,,Hendry,140cm..173cm,Btg1,lab,5.4,3,Constant Head,0.18,cm/hr,1,1.65,0,1.4,11.3,51.4,20,84.1,2.8,13.1,,{FS}[LFS],0.1,,,,,,,,,,,
35,,Hendry,173cm..188cm,Btg2,lab,5.4,3,Constant Head,3.29,cm/hr,1,1.63,0,5.1,30.9,40.8,7.2,84,2.5,13.5,,{LS}[SL],0.11,,,,,,,,,,,
35,,Hendry,188cm..188cm,2Cg,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Hendry,0cm..8cm,A,lab,5.4,3,Constant Head,40.8,cm/hr,1,1.44,0,2.7,41.1,47.5,4.2,95.5,2.7,1.8,,S,1.25,,,,,,,,,,,
35,,Hendry,8cm..38cm,Eg,lab,5.4,3,Constant Head,47.3,cm/hr,1,1.45,0,3.3,41.6,48.5,4.4,97.8,1.8,0.4,,S,0.1,,,,,,,,,,,
35,,Hendry,38cm..64cm,Btg,lab,5.4,3,Constant Head,11.2,cm/hr,1,1.52,0,2.8,39.3,44.9,4.1,91.1,2.9,6,,S,0.17,,,,,,,,,,,
35,,Hendry,64cm..104cm,Bt,lab,5.4,3,Constant Head,10.5,cm/hr,1,1.51,0,2.6,36.6,44.9,3.7,87.8,3.2,9,,LS,0.15,,,,,,,,,,,
35,,Hendry,104cm..178cm,Bw,lab,5.4,3,Constant Head,25.9,cm/hr,1,1.56,0,3.7,40.8,48.7,2.8,96,1.2,2.8,,S,0.05,,,,,,,,,,,
35,,Hendry,178cm..196cm,Btg,lab,5.4,3,Constant Head,1.13,cm/hr,1,1.6,0.1,4.8,31.1,46.7,4.2,86.9,1.6,11.5,,LS,0.16,,,,,,,,,,,
35,,Hendry,196cm..196cm,Cg,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Hendry,0cm..10cm,A,lab,5.4,3,Constant Head,6.57,cm/hr,1,1.54,0,2.8,18.8,62.5,11.3,95.4,3.1,1.6,,FS,2.11,,,,,,,,,,,
35,,Hendry,20cm..38cm,Btg,lab,5.4,3,Constant Head,,cm/hr,0,,0,1.6,12.6,44.1,8.4,66.7,7.9,25.4,,SCL,1.33,,,,,,,,,,,
35,,Hendry,38cm..99cm,BtgK,lab,5.4,3,Constant Head,0.08,cm/hr,1,1.71,0.8,3,13.8,40,8.2,65.8,9,25.2,,SCL,0.21,,,,,,,,,,,
35,,Hendry,99cm..142cm,BtK,lab,5.4,3,Constant Head,0.1,cm/hr,1,1.75,6.2,6.2,11.4,37,6.4,67.2,17.6,15.2,,FSL,0.09,,,,,,,,,,,
35,,Hendry,142cm..203cm,Cg,lab,5.4,3,Constant Head,0.06,cm/hr,1,1.87,2.2,3.8,6,31.2,6.4,49.6,42.1,8.3,,L,0.07,,,,,,,,,,,
35,,Hendry,0cm..10cm,A,lab,5.4,3,Constant Head,18.8,cm/hr,1,1.52,0,2,23.8,63.4,7.9,97.1,2.7,0.2,,FS,0.51,,,,,,,,,,,
35,,Hendry,10cm..25cm,Eg,lab,5.4,3,Constant Head,17.5,cm/hr,1,1.61,0,2.3,23.2,65.1,7.7,98.3,0.9,0.8,,FS,0.11,,,,,,,,,,,
35,,Hendry,25cm..28cm,Bw,lab,5.4,3,Constant Head,2.63,cm/hr,1,1.67,0.1,2.4,24,62.6,7,96.1,2.3,1.6,,FS,0.17,,,,,,,,,,,
35,,Hendry,28cm..43cm,Bk,lab,5.4,3,Constant Head,2.72,cm/hr,1,1.64,0.2,2.8,22.2,55.2,7.6,88,6.2,5.8,,FS,0.3,,,,,,,,,,,
35,,Hendry,43cm..74cm,Eg1,lab,5.4,3,Constant Head,32.9,cm/hr,1,1.6,0,2.4,24,64.1,7.4,97.9,1.5,0.6,,FS,0.04,,,,,,,,,,,
35,,Hendry,74cm..102cm,Eg2,lab,5.4,3,Constant Head,30.9,cm/hr,1,1.65,0,2.9,24.9,63.5,6.8,98.1,1.3,0.6,,FS,0.03,,,,,,,,,,,
35,,Hendry,102cm..132cm,Bw,lab,5.4,3,Constant Head,14.5,cm/hr,1,1.75,0,2.5,23.4,62.9,6.8,95.6,3.5,0.9,,FS,0.11,,,,,,,,,,,
35,,Hendry,132cm..198cm,Btg1,lab,5.4,3,Constant Head,0.03,cm/hr,1,1.79,0,3,23.4,55.4,4,85.8,2.3,11.9,,LFS,0.18,,,,,,,,,,,
35,,Hendry,198cm..203cm,Btg2,lab,5.4,3,Constant Head,0.1,cm/hr,1,1.74,0,2.6,23,47.4,3.8,76.8,1,22.2,,SCL,0.08,,,,,,,,,,,
35,,Hendry,0cm..8cm,Ap,lab,5.4,3,Constant Head,40.8,cm/hr,1,1.65,0.2,10.3,38.4,47.1,2,98,1.4,0.6,,S,0.81,,,,,,,,,,,
35,,Hendry,84cm..132cm,Btg1,lab,5.4,3,Constant Head,0.15,cm/hr,1,1.69,0.4,4,27.4,42.8,1.8,76.4,2.5,21.1,,SCL,0.17,,,,,,,,,,,
35,,Hendry,132cm..160cm,Btg2,lab,5.4,3,Constant Head,0.46,cm/hr,1,1.62,0.2,2,20.2,54.8,2.6,79.8,2.4,17.8,,FSL,0.08,,,,,,,,,,,
35,,Hendry,160cm..160cm,R,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Hendry,0cm..10cm,A,lab,5.4,3,Constant Head,17.7,cm/hr,1,1.49,0.2,2.3,32.8,48.6,6.8,90.7,8.6,0.7,,S,1.43,,,,,,,,,,,
35,,Hendry,10cm..30cm,Eg1,lab,5.4,3,Constant Head,14.5,cm/hr,1,1.5,0.2,8,33.4,48.1,6.5,96.2,3.4,0.4,,S,0.24,,,,,,,,,,,
35,,Hendry,61cm..102cm,Btg2,lab,5.4,3,Constant Head,11.3,cm/hr,1,1.63,0.4,7,26,37.4,6,76.8,3.4,19.8,,FSL,0.36,,,,,,,,,,,
35,,Hendry,102cm..127cm,Btgk,lab,5.4,3,Constant Head,40.1,cm/hr,1,1.48,6.2,11.8,17.8,21,5.4,62.2,22.9,14.9,,SL,0.41,,,,,,,,,,,
35,,Hendry,127cm..178cm,Btk,lab,5.4,3,Constant Head,,cm/hr,0,,6.2,12.8,16.4,19.4,4.6,59.4,25.6,15,,SL,0.04,,,,,,,,,,,
35,,Hendry,178cm..203cm,Cg,lab,5.4,3,Constant Head,,cm/hr,0,,10.4,12.8,15.2,18,3.8,60.2,24.1,15.7,,SL,0.05,,,,,,,,,,,
35,,Hendry,0cm..23cm,A1,lab,5.4,3,Constant Head,31.6,cm/hr,1,1.28,0.1,3.8,20.5,39.2,8.7,72.3,11.5,16.1,,FSL,2.6,,,,,,,,,,,
35,,Hendry,33cm..71cm,Bgk1,lab,5.4,3,Constant Head,13.1,cm/hr,1,1.55,2.6,5.8,18.6,31,7.2,65.2,11.4,23.4,,SCL,0.18,,,,,,,,,,,
35,,Hendry,71cm..99cm,Bgk2,lab,5.4,3,Constant Head,0.15,cm/hr,1,1.63,1.4,4.6,19.4,35.2,8.2,68.8,9.4,21.8,,SCL,0.07,,,,,,,,,,,
35,,Hendry,99cm..173cm,Bgk3,lab,5.4,3,Constant Head,0.39,cm/hr,1,1.62,0.6,4.6,23,35.4,7,70.6,7.6,21.8,,SCL,0.04,,,,,,,,,,,
35,,Hendry,173cm..203cm,Cg,lab,5.4,3,Constant Head,0.5,cm/hr,1,1.67,0.2,7.2,30,36.4,5.4,79.2,3.8,17,,FSL,0.03,,,,,,,,,,,
35,,Hendry,0cm..15cm,A,lab,5.4,3,Constant Head,88.1,cm/hr,1,1.15,0,2.2,40.2,48.3,6.4,97.1,0.5,2.4,,S,2.04,,,,,,,,,,,
35,,Hendry,15cm..28cm,E,lab,5.4,3,Constant Head,,cm/hr,0,,0,2,38.9,49.9,7,97.8,1.3,0.9,,S,0.46,,,,,,,,,,,
35,,Hendry,28cm..56cm,Eg,lab,5.4,3,Constant Head,,cm/hr,0,,0,2.4,41.4,48.2,6.7,98.7,0.6,0.7,,S,0.12,,,,,,,,,,,
35,,Hendry,56cm..61cm,Bh1,lab,5.4,3,Constant Head,23.7,cm/hr,1,1.58,0,2.4,38.8,48.8,7.4,97.4,1.5,1.1,,S,0.23,,,,,,,,,,,
35,,Hendry,61cm..66cm,Bh2,lab,5.4,3,Constant Head,,cm/hr,0,,0,2.3,37.4,48.6,7.2,95.5,2.2,2.3,,S,0.42,,,,,,,,,,,
35,,Hendry,66cm..84cm,Bt,lab,5.4,3,Constant Head,4.78,cm/hr,1,1.62,0.6,2.8,36.8,37.6,4.4,82.2,2.6,15.2,,SL,0.51,,,,,,,,,,,
35,,Hendry,84cm..112cm,Cr,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Hendry,112cm..112cm,R,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Hendry,0cm..25cm,Ap,lab,5.4,3,Constant Head,61.8,cm/hr,1,1.42,0,2.4,55.1,37.2,3.7,98.4,0.6,1,,S,0.92,,,,,,,,,,,
35,,Hendry,25cm..96cm,Eg,lab,5.4,3,Constant Head,53.9,cm/hr,1,1.58,0,2.3,55.1,37.3,4.1,98.8,0.7,0.5,,S,0.06,,,,,,,,,,,
35,,Hendry,96cm..119cm,Bh1,lab,5.4,3,Constant Head,17.1,cm/hr,1,1.52,0,2.3,49.7,34.3,3,89.3,2.9,7.8,,S,1.13,,,,,,,,,,,
35,,Hendry,183cm..203cm,Btg,lab,5.4,3,Constant Head,13.1,cm/hr,1,1.62,0.2,5.6,34,22.9,8.2,70.9,4.3,24.8,,SCL,0.26,,,,,,,,,,,
35,,Hendry,0cm..10cm,Ap,lab,5.4,3,Constant Head,15.3,cm/hr,1,1.41,0,0.6,9,78.3,9.3,97.2,0.8,2,,FS,1.97,,,,,,,,,,,
35,,Hendry,10cm..23cm,E/Eg,lab,5.4,3,Constant Head,38.1,cm/hr,1,1.44,0,0.7,9.8,79.4,8.3,98.2,1.1,0.7,,FS,0.22,,,,,,,,,,,
35,,Hendry,23cm..46cm,Bw,lab,5.4,3,Constant Head,32.9,cm/hr,1,1.46,0,0.7,10.5,79.1,7.9,98.2,1,0.8,,FS,0.18,,,,,,,,,,,
35,,Hendry,46cm..71cm,Bk1,lab,5.4,3,Constant Head,10.1,cm/hr,1,1.54,0,0.8,10.3,74.9,7,93,2.8,4.2,,FS,0.25,,,,,,,,,,,
35,,Hendry,71cm..89cm,Bk2,lab,5.4,3,Constant Head,9.64,cm/hr,1,1.58,0,0.7,10.3,77.2,7.3,95.5,2.2,2.3,,FS,0.07,,,,,,,,,,,
35,,Hendry,89cm..132cm,Bw',lab,5.4,3,Constant Head,18.8,cm/hr,1,1.65,0,0.7,9.6,79.6,7.8,97.7,1.7,0.6,,FS,0.09,,,,,,,,,,,
35,,Hendry,132cm..168cm,Bt,lab,5.4,3,Constant Head,0.39,cm/hr,1,1.68,0,0.6,9.1,72.2,5.3,87.2,1.3,11.5,,LFS,0.15,,,,,,,,,,,
35,,Hendry,168cm..196cm,Btg,lab,5.4,3,Constant Head,0.16,cm/hr,1,1.52,0,0.8,6.9,64.2,11.4,83.3,2.4,14.3,,FSL,0.12,,,,,,,,,,,
35,,Hendry,196cm..203cm,Cr,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Hendry,0cm..18cm,Ap1,lab,5.4,3,Constant Head,103,cm/hr,1,1.03,0.2,7.8,40,44.6,5.44,98,0.5,1.53,,S,2.17,,,,,,,,,,,
35,,Hendry,18cm..25cm,Ap2,lab,5.4,3,Constant Head,39.4,cm/hr,1,1.54,0.2,8.8,40.9,41.8,4.5,96.2,2.2,1.6,,S,0.91,,,,,,,,,,,
35,,Hendry,25cm..41cm,Bw1,lab,5.4,3,Constant Head,35.5,cm/hr,1,1.6543,0.2,7.9,40.3,44.1,5.5,98,0.4,1.6,,S,0.16,,,,,,,,,,,
35,,Hendry,41cm..46cm,Bw2,lab,5.4,3,Constant Head,1.22,cm/hr,1,1.72,0.2,10.3,42.7,38,3.9,95.1,0.7,4.2,,S,0.29,,,,,,,,,,,
35,,Hendry,46cm..84cm,Bgk,lab,5.4,3,Constant Head,0.86,cm/hr,1,1.71,0.2,8.6,39.7,38.1,4,90.6,2.9,6.5,,S,0.2,,,,,,,,,,,
35,,Hendry,84cm..112cm,Btg,lab,5.4,3,Constant Head,0.13,cm/hr,1,1.74,0.2,7.5,35.2,37.1,4,84,2.1,13.9,,FSL,0.13,,,,,,,,,,,
35,,Hendry,112cm..162cm,Cr,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Hendry,162cm..162cm,R,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Hendry,0cm..13cm,A,lab,5.4,3,Constant Head,65.7,cm/hr,1,1.32,0.1,9.3,38.7,47,3.4,98.5,0.5,1,,S,3.51,,,,,,,,,,,
35,,Hendry,13cm..30cm,E/Eg,lab,5.4,3,Constant Head,48.6,cm/hr,1,1.45,0.2,8.7,37.3,48.1,3.8,98.1,0.7,1.2,,S,0.57,,,,,,,,,,,
35,,Hendry,30cm..96cm,Eg,lab,5.4,3,Constant Head,55.2,cm/hr,1,1.59,0.3,8.3,33.9,51.3,5,98.8,0.3,0.9,,FS,0.16,,,,,,,,,,,
35,,Hendry,96cm..107cm,Bw,lab,5.4,3,Constant Head,44.7,cm/hr,1,1.61,0.3,8.7,32.9,50.9,5.1,97.9,0.9,1.2,,FS,0.26,,,,,,,,,,,
