Source reference,Soil name,Site label,Depth (cm),Horizon,Field/lab,Sample Height (cm),Sample diameter (cm),Method,Ksat,Units,Bulk density,Very coarse,Coarse,Medium,Fine,Very fine,Sand (%),Silt  (%),Clay (%),Coarse fragments (%),Textural class,Organic carbon,Organic matter,Units,Stdev_Bulk density,Stdev_Sand (%),Stdev_Silt  (%),Stdev_Clay (%),Stdev_Coarse_fragments (%),Textural class,Stdev_Organic carbon,Other potentally relevant info,,
34,Deland Fine Sand,"Volusia County, Florida",224-244,B23H,lab,5.4,3,Constant Head,,cm/hr,0,,0,0.8,7,83.1,1.9,92.8,6.5,0.7,,FS,1.94,,,,,,,,,,,
34,Duplin Fine Sandy Loam,"Jackson County, Florida",0-23,AP,lab,5.4,3,Constant Head,0.2,cm/hr,1,1.7,0.9,5.4,14.3,27.2,22.4,70.2,17.8,12,,FSL,1.34,,,,,,,,,,,
34,Duplin Fine Sandy Loam,"Jackson County, Florida",23-43,B1T,lab,5.4,3,Constant Head,1.5,cm/hr,1,1.52,1.3,4.7,11.9,25,19.4,62.3,13.3,24.4,,SCL,0.3,,,,,,,,,,,
34,Duplin Fine Sandy Loam,"Jackson County, Florida",43-58,B21T,lab,5.4,3,Constant Head,0.1,cm/hr,1,1.58,0.6,3.3,9,18.8,12.8,44.5,10.3,45.2,,C,0.24,,,,,,,,,,,
34,Duplin Fine Sandy Loam,"Jackson County, Florida",58-117,B22T,lab,5.4,3,Constant Head,0.1,cm/hr,1,1.54,0.5,3.5,9,16.8,12.5,42.3,6.5,51.2,,C,0.04,,,,,,,,,,,
34,Duplin Fine Sandy Loam,"Jackson County, Florida",117-162,B23TG,lab,5.4,3,Constant Head,0,cm/hr,1,1.48,0.9,3.3,7.5,16,12,39.7,9.1,51.2,,C,0.08,,,,,,,,,,,
34,Duplin Fine Sandy Loam,"Jackson County, Florida",0-20,A1,lab,5.4,3,Constant Head,14.5,cm/hr,1,1.24,0.4,5.9,16.2,35.5,16,74.1,18.7,7.2,,FSL,0.98,,,,,,,,,,,
34,Duplin Fine Sandy Loam,"Jackson County, Florida",20-38,A2,lab,5.4,3,Constant Head,1.8,cm/hr,1,1.54,0.5,4.6,13.5,35.1,16.1,69.8,22.1,8.1,,FSL,0.52,,,,,,,,,,,
34,Duplin Fine Sandy Loam,"Jackson County, Florida",38-51,B1T,lab,5.4,3,Constant Head,1.3,cm/hr,1,1.72,0.3,2.9,8.7,22.8,12.3,47,23.9,29.1,,SCL,0.23,,,,,,,,,,,
34,Duplin Fine Sandy Loam,"Jackson County, Florida",51-112,B2T,lab,5.4,3,Constant Head,0,cm/hr,1,1.6,0.1,0.9,3.2,11.7,7.2,23.1,21.2,55.7,,C,0.08,,,,,,,,,,,
34,Duplin Fine Sandy Loam,"Jackson County, Florida",112-173,B2T,lab,5.4,3,Constant Head,1.3,cm/hr,1,1.59,0.1,0.9,3.4,12.8,7.2,24.4,20.9,54.7,,C,0.05,,,,,,,,,,,
34,Electra Variant Sand,"Alachua County, Florida",0-13,A1,lab,5.4,3,Constant Head,,cm/hr,0,,0,3.6,43.9,42.3,5.1,94.9,4.2,0.9,,S,0.68,,,,,,,,,,,
34,Electra Variant Sand,"Alachua County, Florida",13-30,A2,lab,5.4,3,Constant Head,30.7,cm/hr,1,1.53,0,3.8,42.7,43.9,5.5,95.9,3.7,0.4,,S,0.16,,,,,,,,,,,
34,Electra Variant Sand,"Alachua County, Florida",30-41,B2H,lab,5.4,3,Constant Head,19,cm/hr,1,1.45,0,3.7,37.4,44.5,5.8,91.4,6.2,2.4,,S,0.98,,,,,,,,,,,
34,Electra Variant Sand,"Alachua County, Florida",41-51,B3,lab,5.4,3,Constant Head,24.3,cm/hr,1,1.45,0,3.8,39.2,44.7,5.5,93.2,5,1.8,,S,0.74,,,,,,,,,,,
34,Electra Variant Sand,"Alachua County, Florida",51-68,A'21,lab,5.4,3,Constant Head,25.9,cm/hr,1,1.53,0,3.9,41,44.3,5.6,94.8,4.1,1.1,,S,0.28,,,,,,,,,,,
34,Electra Variant Sand,"Alachua County, Florida",68-142,A'22,lab,5.4,3,Constant Head,24.6,cm/hr,1,1.61,0.1,3.7,39.6,47,5.5,95.9,3.2,0.9,,S,0.04,,,,,,,,,,,
34,Electra Variant Sand,"Alachua County, Florida",142-150,B'1TG,lab,5.4,3,Constant Head,4.3,cm/hr,1,1.74,0,3.2,33.1,42.6,4.9,83.8,5.5,10.7,,LS,0.06,,,,,,,,,,,
34,Electra Variant Sand,"Alachua County, Florida",150-190,B'21TG,lab,5.4,3,Constant Head,8.9,cm/hr,1,1.69,0,2.9,31.7,44.1,4.5,83.2,3.3,13.5,,FSL,0.06,,,,,,,,,,,
34,Electra Variant Sand,"Alachua County, Florida",190-208,B'22TG,lab,5.4,3,Constant Head,0.2,cm/hr,1,1.74,0,2.2,27.1,38.4,3.4,71.1,2.4,26.5,,SCL,0.05,,,,,,,,,,,
34,Emeralda Variant Muck,"Alachua County, Florida",23-0,0A,lab,5.4,3,Constant Head,246,cm/hr,1,0.15,,,,,,,,,,,45.85,,,,,,,,,,,
34,Emeralda Variant Muck,"Alachua County, Florida",0-15,A1,lab,5.4,3,Constant Head,2.3,cm/hr,1,1.18,0.1,1.5,18.4,20.6,14.1,54.7,40.2,5.1,,FSL,1.21,,,,,,,,,,,
34,Emeralda Variant Muck,"Alachua County, Florida",15-20,A2,lab,5.4,3,Constant Head,3.2,cm/hr,1,1.65,0.1,1.8,22,44.5,15.3,83.7,14.9,1.4,,LFS,0.2,,,,,,,,,,,
34,Emeralda Variant Muck,"Alachua County, Florida",20-43,B21TG,lab,5.4,3,Constant Head,1.5,cm/hr,1,1.22,0,2.4,17.2,21.2,4.8,45.6,10.6,43.8,,SC,0.47,,,,,,,,,,,
34,Emeralda Variant Muck,"Alachua County, Florida",43-89,B22TG,lab,5.4,3,Constant Head,0.4,cm/hr,1,1.43,0,2.8,21.6,25.2,5.2,54.8,10,35.2,,SC,0.18,,,,,,,,,,,
34,Emeralda Variant Muck,"Alachua County, Florida",89-135,B23TG,lab,5.4,3,Constant Head,1.2,cm/hr,1,1.49,0,2.4,19.2,23.2,4.8,49.6,12.5,37.9,,SC,0.1,,,,,,,,,,,
34,Emeralda Variant Muck,"Alachua County, Florida",135-211,B3G,lab,5.4,3,Constant Head,0.7,cm/hr,1,1.51,0.4,2.8,17.6,20.4,4.4,45.6,18.2,36.2,,SC,0.04,,,,,,,,,,,
34,Emeralda Variant Fine Sandy Loam,"Alachua County, Florida",0-13,A11,lab,5.4,3,Constant Head,72.4,cm/hr,1,0.69,0,2.4,22.5,30.4,5.8,61.1,30.9,8,,FSL,9.05,,,,,,,,,,,
34,Emeralda Variant Fine Sandy Loam,"Alachua County, Florida",13-25,A12,lab,5.4,3,Constant Head,7.3,cm/hr,1,1.7,0,2.9,32.8,49.1,8.5,93.3,3.2,3.5,,S,1.28,,,,,,,,,,,
34,Emeralda Variant Fine Sandy Loam,"Alachua County, Florida",25-46,A2,lab,5.4,3,Constant Head,24.1,cm/hr,1,1.68,0.2,7.3,40.8,41.3,5.5,95.1,2.3,2.6,,S,0.08,,,,,,,,,,,
34,Emeralda Variant Fine Sandy Loam,"Alachua County, Florida",46-94,B21TG,lab,5.4,3,Constant Head,0.6,cm/hr,1,1.55,0,2.8,22.4,27.8,4,57,5.8,37.2,,SC,0.23,,,,,,,,,,,
34,Emeralda Variant Fine Sandy Loam,"Alachua County, Florida",94-142,B22TG,lab,5.4,3,Constant Head,0.7,cm/hr,1,1.74,0.1,3.3,26.3,33,4.9,67.6,5.9,26.5,,SCL,0.04,,,,,,,,,,,
34,Emeralda Variant Fine Sandy Loam,"Alachua County, Florida",142-152,IIA2,lab,5.4,3,Constant Head,44.3,cm/hr,1,1.69,0.1,3,33.3,57.4,3.7,97.5,1.1,1.4,,FS,0.01,,,,,,,,,,,
34,Emeralda Variant Fine Sandy Loam,"Alachua County, Florida",152-168,IIA3,lab,5.4,3,Constant Head,3.5,cm/hr,1,1.86,0.1,2.1,29.4,53.3,3.7,88.6,2,9.4,,LFS,0.02,,,,,,,,,,,
34,Emeralda Variant Fine Sandy Loam,"Alachua County, Florida",168-203,IIB2TG,lab,5.4,3,Constant Head,0.7,cm/hr,1,1.87,0.1,1.6,21.6,49.3,3.2,75.8,2.8,21.4,,SCL,0.01,,,,,,,,,,,
34,Faceville Loamy Fine Sand,"Jackson County, Florida",0-13,AP,lab,5.4,3,Constant Head,0.9,cm/hr,1,1.66,3.1,7.5,12.5,37.8,24.9,85.8,8.3,5.9,,LFS,0.72,,,,,,,,,,,
34,Faceville Loamy Fine Sand,"Jackson County, Florida",13-51,B21T,lab,5.4,3,Constant Head,0,cm/hr,1,1.56,1.5,4.3,8,25.7,17.1,56.6,6,37.4,,SC,0.34,,,,,,,,,,,
34,Faceville Loamy Fine Sand,"Jackson County, Florida",51-76,B22T,lab,5.4,3,Constant Head,0,cm/hr,1,1.56,1.2,3.1,7.1,23.3,17.1,51.8,9.6,38.6,,SC,0.09,,,,,,,,,,,
34,Faceville Loamy Fine Sand,"Jackson County, Florida",76-114,B23T,lab,5.4,3,Constant Head,1,cm/hr,1,1.64,0.2,0.1,5.9,27.8,17.5,52.4,5.6,42,,SC,0.06,,,,,,,,,,,
34,Faceville Loamy Fine Sand,"Jackson County, Florida",114-152,B23T,lab,5.4,3,Constant Head,0,cm/hr,1,1.28,0.5,1.8,6,19.3,11.9,39.5,7,53.5,,C,0.06,,,,,,,,,,,
34,Faceville Loamy Fine Sand,"Jackson County, Florida",152-178,B3T,lab,5.4,3,Constant Head,0.8,cm/hr,1,1.83,1.8,9.3,14.9,40.1,12.1,78.2,3,18.8,,FSL,0.04,,,,,,,,,,,
34,Farmton Fine Sand,"Volusia County, Florida",0-15,AP,lab,5.4,3,Constant Head,31.6,cm/hr,1,1.37,0,0.6,12,79.5,4.8,96.9,2.5,0.6,,FS,0.94,,,,,,,,,,,
34,Farmton Fine Sand,"Volusia County, Florida",15-86,A2,lab,5.4,3,Constant Head,31.9,cm/hr,1,1.46,0,0.7,10.5,81.6,4.8,97.6,2,0.4,,FS,0.13,,,,,,,,,,,
34,Farmton Fine Sand,"Volusia County, Florida",86-142,B2H,lab,5.4,3,Constant Head,2.1,cm/hr,1,1.54,0,0.6,10,77.6,4.7,92.9,3.9,3.2,,FS,1.78,,,,,,,,,,,
34,Farmton Fine Sand,"Volusia County, Florida",142-203,B2T,lab,5.4,3,Constant Head,0.5,cm/hr,1,1.63,0,0.6,8.9,69.1,3.9,82.5,2.6,14.9,,FSL,0.46,,,,,,,,,,,
34,Felda Fine Sand,"Pasco County, Florida",0-10,A1,lab,5.4,3,Constant Head,,cm/hr,0,,0.1,0.3,5,75.5,15.6,96.5,1,2.5,,FS,1.25,,,,,,,,,,,
34,Felda Fine Sand,"Pasco County, Florida",25-Oct,A21,lab,5.4,3,Constant Head,22.3,cm/hr,1,1.55,0.1,0.1,3.7,67,25.7,96.6,2.7,0.7,,FS,0.27,,,,,,,,,,,
34,Felda Fine Sand,"Pasco County, Florida",25-58,A22,lab,5.4,3,Constant Head,11.5,cm/hr,1,1.6,0.1,0.3,3.6,63.4,24.5,91.9,5.4,2.7,,FS,0.15,,,,,,,,,,,
34,Felda Fine Sand,"Pasco County, Florida",58-68,B21TG,lab,5.4,3,Constant Head,3.2,cm/hr,1,1.36,0.2,1,3,48.5,20.1,72.8,5.5,21.7,,SCL,0.11,,,,,,,,,,,
34,Felda Fine Sand,"Pasco County, Florida",68-89,B22TG,lab,5.4,3,Constant Head,2.1,cm/hr,1,1.5,0.2,0.8,2,39.6,22.9,65.5,17.3,17.2,,FSL,0.08,,,,,,,,,,,
34,Felda Fine Sand,"Pasco County, Florida",89-104,B23TG,lab,5.4,3,Constant Head,6.6,cm/hr,1,1.7,0.2,0.1,1.8,59,23.3,84.4,3,12.6,,LFS,0.04,,,,,,,,,,,
34,Felda Fine Sand,"Pasco County, Florida",104-119,B3G,lab,5.4,3,Constant Head,,cm/hr,0,,0,0.1,1.5,61,24.7,81.3,1.5,11.2,,LFS,0.06,,,,,,,,,,,
34,Felda Fine Sand,"Pasco County, Florida",119-203,CGCA,lab,5.4,3,Constant Head,,cm/hr,0,,0.1,0.1,2.7,71,24.8,98.7,0.3,1,,FS,0.01,,,,,,,,,,,
34,Floridana Sand,"St. Lucie County, Florida",Jan-00,0A,lab,5.4,3,Constant Head,,cm/hr,0,,0.2,6.3,46.6,40.4,1.3,94.8,1.3,3.9,,S,2.02,,,,,,,,,,,
34,Floridana Sand,"St. Lucie County, Florida",0-5,A11,lab,5.4,3,Constant Head,16.4,cm/hr,1,1.5,0.2,7,46,38.6,2.5,94.3,3.5,2.2,,S,0.96,,,,,,,,,,,
34,Floridana Sand,"St. Lucie County, Florida",10-May,A12,lab,5.4,3,Constant Head,11.8,cm/hr,1,1.54,0.2,7,46.4,37.9,1.7,93.2,2.2,4.6,,S,0.56,,,,,,,,,,,
34,Floridana Sand,"St. Lucie County, Florida",25-Oct,A13,lab,5.4,3,Constant Head,7.9,cm/hr,1,1.63,0.2,6.3,46.6,38.4,1.5,93,1.7,5.3,,S,0.24,,,,,,,,,,,
34,Floridana Sand,"St. Lucie County, Florida",25-51,A14,lab,5.4,3,Constant Head,9.2,cm/hr,1,1.57,0.3,6.6,45.3,33.5,1.2,86.9,2.2,10.9,,LS,0.32,,,,,,,,,,,
34,Floridana Sand,"St. Lucie County, Florida",51-61,A15,lab,5.4,3,Constant Head,3.3,cm/hr,1,1.63,0.2,6.9,44.6,32.1,1.1,84.9,3.4,11.7,,LS,0.41,,,,,,,,,,,
34,Floridana Sand,"St. Lucie County, Florida",61-91,B21TG&A,lab,5.4,3,Constant Head,4.9,cm/hr,1,1.76,0.4,8.5,45.8,28.8,0.8,84.3,3.3,12.4,,LS,0.34,,,,,,,,,,,
34,Floridana Sand,"St. Lucie County, Florida",91-124,B22TG&A,lab,5.4,3,Constant Head,9.2,cm/hr,1,1.75,0.8,9.8,42.8,28.7,0.8,82.9,3,14.1,,SL,0.12,,,,,,,,,,,
34,Floridana Sand,"St. Lucie County, Florida",124-150,B23TG,lab,5.4,3,Constant Head,1.6,cm/hr,1,1.81,0.5,8.4,41.2,26.5,0.9,77.5,3.7,18.8,,SL,0.11,,,,,,,,,,,
34,Floridana Sand,"St. Lucie County, Florida",150-165,C1,lab,5.4,3,Constant Head,4.6,cm/hr,1,1.67,0.3,6.3,38.4,26.5,0.8,72.3,4.8,22.9,,SCL,0.09,,,,,,,,,,,
34,Floridana Sand,"St. Lucie County, Florida",165-203,C2,lab,5.4,3,Constant Head,1,cm/hr,1,1.83,0.2,6.6,18.1,25.8,0.8,71.5,4.5,24,,SCL,0.11,,,,,,,,,,,
34,Fort Meade Fine Sand,"Alachua County, Florida",0-25,AP1,lab,5.4,3,Constant Head,17.1,cm/hr,1,1.33,0.1,3,28.3,55.3,7.3,94,0,6,,FS,2.97,,,,,,,,,,,
34,Fort Meade Fine Sand,"Alachua County, Florida",25-36,AP2,lab,5.4,3,Constant Head,32.8,cm/hr,1,1.17,0.1,2.4,26.1,51.3,6.9,86.8,11,2.2,,FS,1.45,,,,,,,,,,,
34,Fort Meade Fine Sand,"Alachua County, Florida",36-86,C1,lab,5.4,3,Constant Head,47.3,cm/hr,1,1.09,0.1,2.4,27.5,51.6,6.4,88,9.7,2.3,,FS,0.96,,,,,,,,,,,
34,Fort Meade Fine Sand,"Alachua County, Florida",86-019,C2,lab,5.4,3,Constant Head,56.8,cm/hr,1,1.18,0.1,2.8,28.1,51.3,6.5,88,8.2,3,,FS,0.57,,,,,,,,,,,
34,Fort Meade Fine Sand,"Alachua County, Florida",109-180,C3,lab,5.4,3,Constant Head,53.2,cm/hr,1,1.3,0.1,2.3,24.3,54.5,7.5,88.7,7.5,3.8,,FS,0.3,,,,,,,,,,,
34,Fort Meade Fine Sand,"Alachua County, Florida",180-216,C4,lab,5.4,3,Constant Head,51.6,cm/hr,1,1.34,0.1,2.6,27.7,53.8,6.5,90.7,6.5,2.8,,FS,0.54,,,,,,,,,,,
34,Foxworth Sand,"Leon County, Florida",0-10,A1,lab,5.4,3,Constant Head,192.5,cm/hr,1,1.24,0,7.6,73.3,12.9,1,94.8,3.9,1.3,,S,0.47,,,,,,,,,,,
34,Foxworth Sand,"Leon County, Florida",23-Oct,C2,lab,5.4,3,Constant Head,140.5,cm/hr,1,1.43,0.1,6.5,70.5,15.1,1.4,93.6,4.8,1.6,,S,0.4,,,,,,,,,,,
34,Foxworth Sand,"Leon County, Florida",23-91,C2,lab,5.4,3,Constant Head,107.9,cm/hr,1,1.61,0.1,7.3,72.3,13,1,93.7,4.6,1.7,,S,0.16,,,,,,,,,,,
34,Foxworth Sand,"Leon County, Florida",91-117,C3,lab,5.4,3,Constant Head,90.8,cm/hr,1,1.52,0.1,7,67.4,17.9,1.4,93.8,4.9,1.3,,S,0.11,,,,,,,,,,,
34,Foxworth Sand,"Leon County, Florida",117-137,C4,lab,5.4,3,Constant Head,46,cm/hr,1,1.59,0,5.8,69.6,18.1,1.4,94.6,4.6,0.8,,S,0.07,,,,,,,,,,,
34,Foxworth Sand,"Leon County, Florida",137-162,C5,lab,5.4,3,Constant Head,41.1,cm/hr,1,1.61,0.1,7.3,70.6,15.5,0.9,94.4,4.6,1,,S,0.07,,,,,,,,,,,
34,Foxworth Sand,"Leon County, Florida",162-203,C6,lab,5.4,3,Constant Head,74.5,cm/hr,1,1.57,0,5.8,77.7,8.9,0.5,92.9,5,2.1,,S,0.15,,,,,,,,,,,
34,Fripp Fine Sand,"Duval County, Florida",0-15,A1,lab,5.4,3,Constant Head,91.3,cm/hr,1,1.1,0,0.1,3.3,88.9,5.4,97.7,2.1,0.2,,FS,0.86,,,,,,,,,,,
34,Fripp Fine Sand,"Duval County, Florida",15-76,C,lab,5.4,3,Constant Head,57.1,cm/hr,1,1.37,0,0,0.8,95,1.3,97.1,2.9,0,,FS,0.04,,,,,,,,,,,
34,Fripp Fine Sand,"Duval County, Florida",76-137,C,lab,5.4,3,Constant Head,91.4,cm/hr,1,1.38,0,0,1,94.9,2.5,98.4,1.6,0,,FS,0.04,,,,,,,,,,,
34,Fripp Fine Sand,"Duval County, Florida",137-198,C,lab,5.4,3,Constant Head,44.7,cm/hr,1,1.49,0,0,0.5,88.5,11,99.6,0.4,0,,FS,0.02,,,,,,,,,,,
34,Fripp Fine Sand,"Duval County, Florida",198-229,C,lab,5.4,3,Constant Head,,cm/hr,0,,0,0,1,83.8,15.2,99.6,0.4,0,,FS,0.01,,,,,,,,,,,
34,Fuquay Fine Sand,"Leon County, Florida",0-18,A1,lab,5.4,3,Constant Head,24.3,cm/hr,1,1.32,0.1,1.6,14.7,60.4,12.2,89,5.9,5.1,,FS,1.2,,,,,,,,,,,
34,Fuquay Fine Sand,"Leon County, Florida",18-36,A21,lab,5.4,3,Constant Head,15.7,cm/hr,1,1.45,0.1,1.9,13.9,56.4,16.4,88.7,6.5,4.8,,FS,0.67,,,,,,,,,,,
34,Fuquay Fine Sand,"Leon County, Florida",36-53,A22,lab,5.4,3,Constant Head,29.6,cm/hr,1,1.38,0.1,1.8,13.6,56.8,16.2,88.5,6,5.5,,FS,0.38,,,,,,,,,,,
34,Fuquay Fine Sand,"Leon County, Florida",53-94,A23,lab,5.4,3,Constant Head,30.9,cm/hr,1,1.44,0.1,1.9,14.1,55.3,15.9,87.3,5.5,7.2,,LFS,0.21,,,,,,,,,,,
34,Fuquay Fine Sand,"Leon County, Florida",94-124,B21T,lab,5.4,3,Constant Head,2,cm/hr,1,1.59,0.2,1.8,11.4,41.8,14.8,70,5.1,24.9,,SCL,0.24,,,,,,,,,,,
34,Fuquay Fine Sand,"Leon County, Florida",124-162,B22T,lab,5.4,3,Constant Head,0.3,cm/hr,1,1.6,0,1.2,10.4,38.6,11.8,62.2,3.8,34.2,,SCL,0.16,,,,,,,,,,,
34,Fuquay Fine Sand,"Leon County, Florida",162-203,B23T,lab,5.4,3,Constant Head,0.1,cm/hr,1,1.64,0,1,9.2,36,11,57.2,4.3,38.5,,SC,0.15,,,,,,,,,,,
34,Gainesville Sand,"Alachua County, Florida",0-18,AP,lab,5.4,3,Constant Head,17.9,cm/hr,1,1.47,0.1,3.9,30.6,44.2,8.5,87.3,11.8,0.9,,S,1.17,,,,,,,,,,,
34,Gainesville Sand,"Alachua County, Florida",18-33,C1,lab,5.4,3,Constant Head,55.5,cm/hr,1,1.41,0.1,3.5,31.1,46,8.3,89,6.4,4.6,,S,0.39,,,,,,,,,,,
34,Gainesville Sand,"Alachua County, Florida",33-74,C2,lab,5.4,3,Constant Head,32.2,cm/hr,1,1.43,0.1,3.7,31,45.8,8.2,88.8,5.4,5.8,,S,0.24,,,,,,,,,,,
34,Gainesville Sand,"Alachua County, Florida",74-137,C3,lab,5.4,3,Constant Head,25.3,cm/hr,1,1.52,0.1,3.6,28.9,44.6,9,86.2,4.2,9.6,,LS,0.07,,,,,,,,,,,
34,Gainesville Sand,"Alachua County, Florida",137-208,C4,lab,5.4,3,Constant Head,21,cm/hr,1,1.46,0.1,3.4,28.8,46.2,9.6,88.1,3.6,8.3,,LS,0.05,,,,,,,,,,,
34,Garcon Fine Sand,"Santa Rosa County, Florida",0-10,A11,lab,5.4,3,Constant Head,25,cm/hr,1,1.26,0.1,2.9,12,58.8,11.5,87.9,7.6,4.5,,FS,1.49,,,,,,,,,,,
34,Garcon Fine Sand,"Santa Rosa County, Florida",20-Oct,A12,lab,5.4,3,Constant Head,6.3,cm/hr,1,1.4,0.2,3.2,11.4,58.1,13.3,86.2,10.5,3.3,,LFS,0.81,,,,,,,,,,,
34,Garcon Fine Sand,"Santa Rosa County, Florida",20-51,A21,lab,5.4,3,Constant Head,8.3,cm/hr,1,1.58,0.4,3.8,10.6,58,13.7,86.5,9.2,4.3,,LFS,0.13,,,,,,,,,,,
34,Garcon Fine Sand,"Santa Rosa County, Florida",51-79,A22,lab,5.4,3,Constant Head,5.9,cm/hr,1,1.66,0.5,4.2,12.3,56.6,12.6,86.2,6.6,7.2,,LFS,0.04,,,,,,,,,,,
34,Garcon Fine Sand,"Santa Rosa County, Florida",79-99,B1T,lab,5.4,3,Constant Head,0,cm/hr,1,1.63,0.4,4.5,13.7,53,9.9,81.5,5.1,13.4,,FSL,0.05,,,,,,,,,,,
34,Garcon Fine Sand,"Santa Rosa County, Florida",99-130,B2T,lab,5.4,3,Constant Head,2,cm/hr,1,1.62,0.4,3.9,14.1,55.8,8.8,83,3.6,13.4,,FSL,0.04,,,,,,,,,,,
34,Garcon Fine Sand,"Santa Rosa County, Florida",130-147,B3,lab,5.4,3,Constant Head,,cm/hr,0,,0.1,1,9,67.4,11.1,88.6,3,8.4,,LFS,0.01,,,,,,,,,,,
34,Garcon Fine Sand,"Santa Rosa County, Florida",147-175,C1,lab,5.4,3,Constant Head,2.4,cm/hr,1,1.6,0,0.5,11,69.1,10,90.6,2.4,7,,FS,0.01,,,,,,,,,,,
34,Garcon Fine Sand,"Santa Rosa County, Florida",175-203,C2,lab,5.4,3,Constant Head,,cm/hr,0,,0,0,2.3,89.3,3.7,95.3,0.5,4.2,,FS,0.02,,,,,,,,,,,
34,Gator Muck,"Martin County, Florida",0-28,0AP,lab,5.4,3,Constant Head,36.8,cm/hr,1,0.64,,,,,,,,,,,36.61,,,,,,,,,,,
34,Gator Muck,"Martin County, Florida",28-61,0A2,lab,5.4,3,Constant Head,143,cm/hr,1,0.2,,,,,,,,,,,26.52,,,,,,,,,,,
34,Gator Muck,"Martin County, Florida",61-122,IIC1,lab,5.4,3,Constant Head,9.4,cm/hr,1,1.46,0.1,3.1,27.3,37.7,7.2,75.4,6.2,18.4,,FSL,0.41,,,,,,,,,,,
34,Gator Muck,"Martin County, Florida",122-142,IIC2,lab,5.4,3,Constant Head,,cm/hr,0,,0.1,3.9,34.2,49.3,6.3,93.8,2.9,3.3,,S,0.07,,,,,,,,,,,
34,Grady Fine Sandy Loam,"Jackson County, Florida",0-15,AP,lab,5.4,3,Constant Head,2.8,cm/hr,1,1.67,0.5,4.3,14.2,28.8,19,66.8,16.1,17.1,,FSL,1.13,,,,,,,,,,,
34,Grady Fine Sandy Loam,"Jackson County, Florida",15-28,B21TG,lab,5.4,3,Constant Head,0.1,cm/hr,1,1.61,0.3,1.8,7.1,18.3,12.7,34.8,15,50.2,,C,0.42,,,,,,,,,,,
34,Grady Fine Sandy Loam,"Jackson County, Florida",28-71,B22TG,lab,5.4,3,Constant Head,0.6,cm/hr,1,1.59,0.3,2.4,7.6,17.1,11,38.4,10.3,51.1,,C,0.19,,,,,,,,,,,
34,Grady Fine Sandy Loam,"Jackson County, Florida",71-117,B22TG,lab,5.4,3,Constant Head,0,cm/hr,1,1.67,0.3,2.3,7.9,18.2,12.3,41,12.6,46.4,,C,0.13,,,,,,,,,,,
34,Grady Fine Sandy Loam,"Jackson County, Florida",117-193,B23TG,lab,5.4,3,Constant Head,0.2,cm/hr,1,1.64,0.3,2,6.6,18,9.1,36,9.2,54.8,,C,0.06,,,,,,,,,,,
34,Hallandale Variant Fine Sand,"Lee County, Florida",0-5,A1,lab,5.4,3,Constant Head,,cm/hr,0,,0,1.8,18.2,63.5,11.9,95.4,1.3,3.3,,FS,0.39,,,,,,,,,,,
34,Hallandale Variant Fine Sand,"Lee County, Florida",30-May,C1,lab,5.4,3,Constant Head,18.7,cm/hr,1,1.61,0,1.9,17.9,65.6,9.2,94.6,3,2.4,,FS,0.16,,,,,,,,,,,
34,Hallandale Variant Fine Sand,"Lee County, Florida",30-41,C2,lab,5.4,3,Constant Head,13.5,cm/hr,1,1.63,0.2,2.6,18.1,62.9,11,94.8,2.9,2.3,,FS,0.09,,,,,,,,,,,
34,Hallandale Variant Fine Sand,"Lee County, Florida",41-48,C3,lab,5.4,3,Constant Head,,cm/hr,0,,0.1,2.3,18.9,64,9.7,95,2.2,2.8,,FS,0.07,,,,,,,,,,,
34,Hallandale Variant Fine Sand,"Lee County, Florida",48-665,IIR,lab,5.4,3,Constant Head,,cm/hr,0,,0,2.6,19.8,57,9.8,89.2,0.1,10.7,,LFS,0.13,,,,,,,,,,,
34,Hallandale Sand,"Martin County, Florida",0-10,AP,lab,5.4,3,Constant Head,54.5,cm/hr,1,1.29,0.1,5.1,53.2,34.5,2.6,95.5,1.7,2.8,,S,2.34,,,,,,,,,,,
34,Hallandale Sand,"Martin County, Florida",20-Oct,C1,lab,5.4,3,Constant Head,19.5,cm/hr,1,1.62,0.1,4.9,45.7,41,6.2,97.9,0.7,1.4,,S,0.29,,,,,,,,,,,
34,Hallandale Sand,"Martin County, Florida",20-33,C2,lab,5.4,3,Constant Head,8.5,cm/hr,1,1.69,0.1,5.7,45.1,36.8,6.2,93.9,2.4,3.7,,S,0.21,,,,,,,,,,,
34,Hallandale Sand,"Martin County, Florida",33-51,IIR,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
34,Hallandale Sand,"Martin County, Florida",51-104,IIIC1,lab,5.4,3,Constant Head,,cm/hr,0,,0,3.5,37.1,30.4,4.3,75.3,2.4,22.3,,SCL,0.12,,,,,,,,,,,
34,Hallandale Sand,"Martin County, Florida",104-147,IIIC2,lab,5.4,3,Constant Head,,cm/hr,0,,0,3,27.7,23.7,3.6,58,27.9,14.1,,SL,0.1,,,,,,,,,,,
34,Hallandale Sand,"Martin County, Florida",147-193,IIIC3,lab,5.4,3,Constant Head,0.2,cm/hr,1,1.76,0,3.6,37.3,33.4,4.1,78.4,8.9,12.7,,FSL,0.08,,,,,,,,,,,
